id,n,tau,phi_men,phi_women,L,R,M_man,W_man,M_woman,W_woman,SE_man,SE_woman,SE_min,SE_is_DA,SE_is_wom,SE_is_men,delta_SE_men,delta_SE_wom
0,150,0,0.1,0.1,4,2,11297,11302,11301,11297,5,4,0,0,0,0,-5,-4
